season,division,conference,teamId_x,teamName,teamAbbrev,teamLogo,clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamCommonName_default,ties_x,waiversSequence,wildcardSequence,winPctg,wins,placeName_fr,teamCommonName_fr,FO%,GP,GA,goalsAgainstPerGame,GF,goalsForPerGame,L,OTL,penaltyKillNetPct,PK%,PTS%,PTS,powerPlayNetPct,PP%,regulationAndOtWins,shotsAgainstPerGame,shotsForPerGame,teamId_y,ties_y,W,winsInRegulation,winsInShootout,team,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,goalDiff/G,homeRegulationWin%,roadRegulationWin%,adjGoalsSavedAboveX/60,adjGoalsScoredAboveX/60,hitsPctg,takeawaysPctg,giveawaysPctg,dZoneGiveawaysPctg,possAdjHitsPctg,possAdjTakeawaysPctg,possAdjGiveawaysPctg,possAdjdZoneGiveawaysPctg,possTypeAdjGiveawaysPctg,reboundxGoalsPctg,PP%_rel,PK%_rel,special_teams_composite,weighted_playoff_wins,weighted_playoff_rounds,playoff_performance_score
20242025,Central,Western,0,Winnipeg Jets,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,p,W,2,5,1,1,2025-04-15,C,1,3,1,1,2,81,85,1.049383,190,275,3.395062,40,57,80,137,7,4,62,29,25,0,29,10,9,20,29,3,0,14,6,5,0,7,3,8,1,1,22,4,Winnipeg,0.703704,114,0.654321,53,0.530864,43,41,28,110,138,15,0,52,24,18,0,26,20242025,1,2,L,1,Jets,0,32,0,0.679012,55,,,0.494,81,189,2.33333,273,3.37037,22,4,0.813,0.7929999999999999,0.7040000000000001,114,0.276,0.294,53,27.1358,28.02469,52,,55,43,2,WPG,5on5,81,0.53,0.5,0.51,246311.0,2046.65,173.88,130.14,520.56,69.27,1106.37,831.78,166.73,177.0,169.72,1818.0,1014.0,1059.0,3891.0,169.0,219.0,28.0,436.0,5.0,876.0,1127.0,1649.0,2663.0,210.0,469.0,1753.0,1606.0,361.0,1019.0,2120.0,526.0,186.0,56.96,64.51,52.41,71.0,67.0,31.0,3969.6,2832.0,2882.54,493.0,27.07,44.17,44.23,156.7,159.53,156.45,1980.03,154.71,125.74,514.48,68.01,1093.01,806.07,149.16,153.62,148.05,1765.0,997.0,1120.0,3882.0,118.0,187.0,19.0,427.0,5.0,959.0,1066.0,1647.0,2644.0,218.0,475.0,1788.0,1867.0,352.0,1083.0,2177.0,445.0,140.0,60.21,55.8,38.7,61.0,35.0,22.0,3816.81,2762.0,2730.54,522.0,26.01,35.8,35.8,144.93,143.74,141.36,1.0493827160493827,0.30864197530864196,0.2222222222222222,0.0073200141284798514,-0.0001753880257073372,0.46242441693060754,0.5063113604488079,0.48477640342530925,0.4857142857142857,0.46242441693060754,0.5063113604488079,0.48477640342530925,0.4857142857142857,0.4854016582846269,0.5526677495939022,0.07787499999999997,0.010624999999999885,0.08849999999999986,1.0,0.0,0.1875
20242025,Metropolitan,Eastern,0,Washington Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,z,E,3,15,1,1,2025-04-15,M,2,8,1,1,2,80,57,0.7125,226,283,3.5375,41,34,119,153,9,6,58,24,22,0,26,10,-19,45,26,6,1,7,2,2,0,3,7,29,2,2,21,9,Washington,0.68125,109,0.6,48,0.525,42,39,23,107,130,12,3,51,24,20,0,24,20242025,3,2,L,2,Capitals,0,31,0,0.625,50,,,0.503,80,223,2.7875,281,3.5125,21,9,0.8540000000000001,0.82,0.6809999999999999,109,0.205,0.233,48,26.975,27.6125,15,,50,42,2,WSH,5on5,80,0.52,0.51,0.51,238929.0,1988.55,179.4,124.8,505.52,67.79,1070.37,803.1,172.22,180.87,173.69,1743.0,1008.0,1104.0,3855.0,188.0,193.0,27.0,375.0,0.0,815.0,1180.0,1555.0,2563.0,256.0,578.0,1749.0,1428.0,302.0,1054.0,2040.0,524.0,187.0,59.02,66.92,53.47,84.0,63.0,41.0,3895.55,2751.0,2779.16,502.0,25.94,41.0,41.0,164.34,165.87,162.99,1901.29,166.59,119.43,476.59,64.43,1009.58,760.36,159.6,166.71,159.76,1664.0,933.0,1154.0,3751.0,156.0,186.0,18.0,353.0,5.0,815.0,1082.0,1508.0,2441.0,241.0,549.0,1700.0,1496.0,298.0,1030.0,1935.0,480.0,182.0,54.44,60.9,51.26,65.0,59.0,32.0,3732.57,2597.0,2591.76,505.0,24.75,39.81,39.69,151.66,151.94,149.46,0.7125,0.275,0.25,0.0009442135529801717,0.003593536155092099,0.4883720930232558,0.5033333333333333,0.5057581573896354,0.4985104270109235,0.4983388704318937,0.5136054421768708,0.4958413307741523,0.48873571275580735,0.49110425209525566,0.5081174866774074,0.016875,0.03762499999999991,0.05449999999999991,0.0,0.0,0.0
20242025,Pacific,Western,0,Vegas Golden Knights,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,y,W,3,1,6,2,2025-04-15,P,2,1,2,1,2,80,54,0.675,213,267,3.3375,41,47,100,147,9,3,61,29,28,0,29,10,7,23,30,2,1,15,7,6,0,7,4,2,8,3,22,9,Vegas,0.66875,107,0.6,48,0.5625,45,39,7,113,120,13,6,46,19,17,0,20,20242025,4,1,W,2,Golden Knights,0,30,0,0.6125,49,,,0.502,80,209,2.6125,266,3.325,22,9,0.8009999999999999,0.765,0.669,107,0.275,0.29100000000000004,48,26.2,30.1125,54,,49,45,1,VGK,5on5,80,0.53,0.51,0.52,249953.0,2154.84,187.51,137.69,538.1,71.92,1151.15,865.62,180.02,189.62,182.06,1983.0,969.0,1133.0,4085.0,177.0,232.0,28.0,448.0,8.0,954.0,1133.0,1806.0,2775.0,173.0,393.0,1869.0,1391.0,352.0,1164.0,2212.0,532.0,208.0,65.41,66.01,56.09,77.0,72.0,28.0,4140.67,2952.0,2986.46,547.0,28.65,47.76,47.76,168.41,170.33,167.37,2003.21,168.09,126.5,510.94,68.3,1077.45,803.73,160.66,168.02,160.58,1740.0,1015.0,1140.0,3895.0,152.0,216.0,26.0,386.0,2.0,929.0,1070.0,1588.0,2603.0,192.0,431.0,1855.0,1802.0,332.0,1126.0,2111.0,463.0,181.0,59.59,57.96,50.54,69.0,49.0,34.0,3868.67,2755.0,2745.61,534.0,26.24,42.26,42.45,151.88,151.81,149.04,0.675,0.35,0.2125,0.0020595872023940528,-0.0012146283501298248,0.43564046351393676,0.5146198830409356,0.508296943231441,0.5060129509713228,0.4445310852183028,0.5251223296336078,0.4983303365014128,0.49609112840325764,0.4968375311026427,0.5294313269038908,0.07487500000000002,-0.01737500000000003,0.057499999999999996,8.2,1.6,3.5374999999999996
20242025,Central,Western,0,Dallas Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,x,W,4,11,4,3,2025-04-15,C,2,5,3,2,2,81,57,0.703704,219,276,3.407407,41,38,103,141,10,3,59,27,22,0,28,10,1,34,35,4,2,10,4,4,0,4,6,19,6,4,25,6,Dallas,0.654321,106,0.592593,48,0.506173,41,40,19,116,135,15,3,47,21,19,0,22,20242025,2,2,L,3,Stars,0,29,0,0.617284,50,,,0.521,81,217,2.67901,274,3.38271,25,6,0.857,0.821,0.654,106,0.209,0.225,48,28.98765,28.33333,25,,50,41,2,DAL,5on5,80,0.5,0.5,0.48,235936.0,1929.92,172.26,121.66,494.28,66.38,1023.6,757.83,166.4,173.76,167.86,1754.0,882.0,1153.0,3789.0,178.0,214.0,24.0,360.0,6.0,833.0,1045.0,1576.0,2458.0,208.0,448.0,1960.0,1134.0,313.0,1173.0,1917.0,561.0,158.0,58.09,71.35,42.83,74.0,73.0,31.0,3836.69,2636.0,2666.13,563.0,25.28,38.17,38.75,158.79,160.21,157.69,2050.43,172.61,126.81,524.6,68.74,1091.07,819.18,166.28,171.52,165.25,1841.0,962.0,1049.0,3852.0,148.0,194.0,25.0,425.0,8.0,860.0,1168.0,1693.0,2655.0,232.0,511.0,1744.0,1933.0,362.0,1095.0,2124.0,496.0,183.0,61.33,59.47,51.82,57.0,57.0,34.0,3804.07,2803.0,2773.28,494.0,26.3,38.93,39.16,159.76,158.61,156.18,0.7037037037037037,0.2716049382716049,0.2345679012345679,0.004386782856367829,0.0025786654007866508,0.36974241930224977,0.46370370370370373,0.5171957671957672,0.532639545884579,0.36974241930224977,0.46370370370370373,0.5171957671957672,0.532639545884579,0.527491619654975,0.49736875882428444,0.008874999999999994,0.03862499999999991,0.0474999999999999,10.0,2.0,4.375
20242025,Atlantic,Eastern,0,Toronto Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,x,E,7,1,2,2,2025-04-15,A,4,1,1,1,2,80,32,0.4,228,260,3.25,40,24,101,125,13,1,53,26,22,0,26,10,16,20,36,1,1,17,8,6,0,8,12,1,3,5,26,4,Toronto,0.65,104,0.6125,49,0.5,40,40,8,127,135,13,3,51,23,18,0,24,20242025,2,1,W,3,Maple Leafs,0,28,0,0.625,50,,,0.537,80,226,2.825,259,3.2375,26,4,0.805,0.779,0.65,104,0.22,0.252,49,29.2,28.0625,10,,50,39,1,TOR,5on5,80,0.5,0.47,0.48,237425.0,1900.62,156.8,121.26,477.97,63.17,1025.15,756.66,151.19,158.2,152.55,1748.0,853.0,1000.0,3601.0,164.0,175.0,15.0,364.0,5.0,764.0,1129.0,1584.0,2437.0,255.0,571.0,1837.0,1850.0,315.0,1052.0,1986.0,462.0,153.0,55.09,58.4,43.3,65.0,76.0,23.0,3625.74,2601.0,2620.02,525.0,25.14,34.21,35.02,146.92,148.0,145.82,2014.5,157.38,126.45,523.93,68.53,1106.59,821.12,151.83,157.34,151.8,1790.0,1014.0,1203.0,4007.0,134.0,217.0,21.0,395.0,2.0,891.0,1165.0,1656.0,2670.0,227.0,526.0,1573.0,1606.0,316.0,1019.0,2211.0,436.0,157.0,58.32,54.79,44.27,67.0,49.0,18.0,3980.23,2804.0,2800.36,476.0,26.14,38.57,39.05,144.48,144.45,142.43,0.4,0.275,0.225,0.004498262609245028,0.0028935453301042404,0.5353009259259259,0.49920760697305866,0.5079671656204732,0.5244755244755245,0.5050008735150244,0.470950572616093,0.5403906017239076,0.5579526856122601,0.552098657649476,0.472796003780208,0.03587499999999999,-0.003375000000000017,0.03249999999999997,3.8,0.4,1.2125
20242025,Pacific,Western,0,Los Angeles Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,x,W,1,3,11,4,2025-04-15,P,1,2,5,2,2,80,47,0.5875,196,243,3.0375,40,63,79,142,5,4,66,30,27,0,31,10,19,18,37,3,0,14,7,7,0,7,1,6,20,6,24,9,Los Angeles,0.64375,103,0.575,46,0.525,42,40,-16,117,101,19,5,37,16,15,0,16,20242025,3,1,W,3,Kings,0,27,0,0.5875,47,,,0.506,80,193,2.4125,242,3.025,24,9,0.84,0.823,0.644,103,0.149,0.174,46,25.35,28.1,26,,47,42,1,LAK,5on5,79,0.55,0.53,0.54,236142.0,2073.71,171.76,132.47,527.87,70.31,1120.34,835.24,165.05,173.79,166.99,1799.0,1059.0,1165.0,4023.0,170.0,218.0,31.0,396.0,8.0,920.0,1146.0,1629.0,2688.0,238.0,540.0,1753.0,1581.0,292.0,988.0,2198.0,485.0,175.0,60.4,60.77,50.59,83.0,53.0,34.0,4079.55,2858.0,2896.05,457.0,27.47,46.33,46.82,152.42,154.21,151.92,1778.12,138.98,111.91,452.23,59.99,960.82,724.14,134.67,138.77,134.45,1574.0,875.0,1071.0,3520.0,119.0,163.0,21.0,312.0,6.0,762.0,1087.0,1455.0,2330.0,209.0,469.0,1740.0,1680.0,309.0,996.0,1900.0,430.0,119.0,50.66,53.69,34.63,58.0,42.0,19.0,3486.28,2449.0,2431.25,440.0,23.2,31.03,31.29,130.83,130.38,128.74,0.5875,0.3375,0.1875,0.00392560408567726,0.000764794064588254,0.48482060717571296,0.4858569051580699,0.49798387096774194,0.5094760312151616,0.5157666033784181,0.5168690480404999,0.4697961046865489,0.4806377652973222,0.47702387842706445,0.5994110869286903,-0.042125000000000024,0.04062499999999991,-0.0015000000000001124,1.4,0.0,0.26249999999999996
20242025,Central,Western,0,Colorado Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,x,W,5,10,5,5,2025-04-15,C,3,4,4,3,2,82,43,0.52439,234,277,3.378049,41,30,115,145,12,3,55,24,19,0,26,10,5,28,33,4,1,11,3,3,0,5,10,18,7,7,29,4,Colorado,0.621951,102,0.54878,45,0.487805,40,41,13,119,132,17,1,47,21,21,0,23,20242025,3,4,W,1,Avalanche,0,25,0,0.597561,49,,,0.47100000000000003,82,231,2.81707,273,3.32926,29,4,0.8220000000000001,0.7979999999999999,0.622,102,0.218,0.248,45,25.92682,29.89024,21,,49,40,4,COL,5on5,82,0.53,0.54,0.54,244320.0,2117.0,170.91,132.32,546.32,71.62,1164.71,854.12,165.62,172.02,166.69,1925.0,1015.0,1302.0,4242.0,165.0,193.0,24.0,396.0,5.0,951.0,1230.0,1760.0,2775.0,208.0,453.0,1755.0,1468.0,362.0,1092.0,2275.0,509.0,156.0,65.12,62.65,43.14,81.0,57.0,27.0,4264.06,2940.0,2951.7,464.0,27.37,38.75,38.81,159.48,160.56,158.17,1831.97,151.44,115.95,470.96,61.42,983.11,728.12,145.95,151.5,146.01,1666.0,845.0,1085.0,3596.0,155.0,189.0,29.0,394.0,2.0,743.0,1028.0,1511.0,2356.0,236.0,503.0,1984.0,1556.0,326.0,1125.0,1900.0,467.0,144.0,50.6,59.39,41.45,66.0,56.0,33.0,3588.36,2511.0,2510.6,527.0,24.0,38.64,38.35,137.1,137.28,135.49,0.524390243902439,0.23170731707317074,0.25609756097560976,-0.002207760314341849,-0.00041502946954813304,0.48544973544973546,0.5261627906976745,0.4925575101488498,0.4682139253279516,0.5276627559236255,0.5719160768452984,0.45607176865634236,0.43353141234069587,0.4410448644459114,0.5029808190772421,0.03187499999999999,0.015624999999999889,0.047499999999999876,4.8,0.6,1.65
20242025,Atlantic,Eastern,0,Tampa Bay Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,x,E,2,3,6,3,2025-04-15,A,1,3,3,2,2,80,75,0.9375,214,289,3.6125,40,64,92,156,8,4,60,27,26,0,28,10,21,23,44,1,3,15,6,6,0,6,5,4,16,8,26,8,Tampa Bay,0.625,100,0.55,44,0.5,40,40,11,122,133,18,4,40,17,14,0,18,20242025,3,2,W,1,Lightning,0,26,0,0.575,46,,,0.501,80,211,2.6375,287,3.5875,26,8,0.861,0.8109999999999999,0.625,100,0.21,0.263,44,28.3125,28.5375,14,,46,40,2,TBL,5on5,80,0.51,0.5,0.5,241251.0,1974.12,171.41,129.19,490.32,65.86,1068.95,791.25,164.76,173.9,167.14,1778.0,939.0,1091.0,3808.0,183.0,183.0,24.0,423.0,4.0,868.0,1056.0,1595.0,2534.0,224.0,514.0,1869.0,1342.0,303.0,1041.0,2033.0,515.0,169.0,59.9,64.56,46.96,82.0,76.0,25.0,3890.55,2717.0,2760.05,470.0,26.88,37.76,37.89,160.41,162.63,159.83,1970.66,164.13,125.44,503.98,66.65,1059.09,784.72,156.59,162.25,154.88,1841.0,863.0,1058.0,3762.0,140.0,193.0,12.0,434.0,7.0,792.0,1138.0,1701.0,2564.0,241.0,547.0,1866.0,1841.0,335.0,1043.0,2054.0,490.0,160.0,59.03,59.26,45.84,74.0,50.0,16.0,3690.18,2704.0,2671.31,508.0,26.05,39.05,39.09,151.08,149.68,147.16,0.9375,0.325,0.175,0.0037007100488702623,0.0039444396085404855,0.4216148287778825,0.47492163009404387,0.4995201535508637,0.48057259713701433,0.4216148287778825,0.47492163009404387,0.4995201535508637,0.48057259713701433,0.4868884492749641,0.4922057677318784,0.046875,0.0286249999999999,0.0754999999999999,1.4,0.0,0.26249999999999996
20242025,Metropolitan,Eastern,0,Carolina Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,x,E,1,10,10,4,2025-04-15,M,1,4,5,2,2,80,37,0.4625,222,259,3.2375,41,54,101,155,9,1,63,31,29,0,31,10,-2,34,32,5,1,9,4,4,0,4,2,23,21,9,28,5,Carolina,0.61875,99,0.5875,47,0.525,42,39,-17,121,104,19,4,36,16,13,0,16,20242025,3,0,L,1,Hurricanes,0,24,0,0.5875,47,Caroline,,0.526,80,219,2.7375,259,3.2375,28,5,0.884,0.841,0.619,99,0.165,0.18600000000000003,47,24.875,31.7,12,,47,42,0,CAR,5on5,80,0.55,0.59,0.58,234049.0,2332.34,196.22,146.25,602.83,79.2,1256.75,925.75,188.99,197.73,190.46,1971.0,1236.0,1354.0,4561.0,170.0,255.0,20.0,429.0,8.0,1085.0,1260.0,1801.0,3037.0,225.0,480.0,1976.0,1278.0,385.0,1129.0,2399.0,621.0,187.0,67.32,77.55,51.36,72.0,73.0,25.0,4604.95,3207.0,3234.89,483.0,30.44,45.21,45.34,181.32,182.71,179.33,1717.54,157.72,112.34,421.54,57.88,906.07,675.44,150.93,157.81,151.01,1564.0,767.0,811.0,3142.0,160.0,186.0,22.0,305.0,8.0,664.0,1008.0,1404.0,2171.0,239.0,518.0,1730.0,1740.0,355.0,1165.0,1679.0,469.0,183.0,48.38,58.21,51.13,66.0,62.0,32.0,3131.77,2331.0,2330.25,583.0,23.39,41.06,41.06,140.05,140.28,137.87,0.4625,0.3625,0.1625,-0.002304645608398244,-0.005245055522561517,0.4234592445328032,0.5202702702702703,0.492153443766347,0.4530956848030019,0.5164137128448819,0.6344759393539882,0.4170791896324975,0.38397939390084906,0.39501265914473194,0.5247685185185186,-0.030124999999999985,0.05862499999999993,0.028499999999999942,6.8,1.4,3.025
20242025,Pacific,Western,0,Edmonton Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,x,W,6,7,7,6,2025-04-15,P,3,4,3,3,2,81,20,0.246914,236,256,3.160494,41,13,121,134,13,3,53,25,18,0,25,10,-5,29,24,4,0,12,6,5,0,6,13,12,10,10,29,5,Edmonton,0.611111,99,0.580247,47,0.432099,35,40,7,115,122,16,2,46,22,17,0,22,20242025,1,0,L,1,Oilers,0,23,0,0.580247,47,,,0.511,81,235,2.90123,256,3.16049,29,5,0.804,0.779,0.611,99,0.221,0.239,47,27.07407,32.02469,22,,47,35,0,EDM,5on5,80,0.55,0.54,0.55,241745.0,2206.44,186.71,139.88,549.91,73.18,1176.82,893.5,179.35,187.61,180.18,2078.0,942.0,1173.0,4193.0,166.0,225.0,22.0,451.0,8.0,938.0,1232.0,1912.0,2854.0,211.0,470.0,1770.0,1128.0,387.0,1066.0,2286.0,561.0,173.0,66.91,70.25,49.55,74.0,69.0,23.0,4215.14,3020.0,3038.4,459.0,28.95,45.74,46.09,169.57,170.44,167.69,1842.52,155.2,113.7,468.22,62.12,985.64,735.11,149.52,155.63,149.9,1729.0,791.0,1006.0,3526.0,168.0,185.0,30.0,366.0,4.0,754.0,1043.0,1561.0,2352.0,227.0,505.0,1704.0,1553.0,324.0,1102.0,1916.0,442.0,162.0,54.53,54.68,46.0,77.0,64.0,27.0,3517.64,2520.0,2519.66,535.0,23.54,40.08,40.11,138.64,138.47,136.3,0.24691358024691357,0.2222222222222222,0.20987654320987653,-0.004492336966638398,-0.003519410949554284,0.4207385303991048,0.5443037974683544,0.49169741697416974,0.46177062374245476,0.45732448956424443,0.5916345624656028,0.45527538608719414,0.4275653923541247,0.4368020569318145,0.5346867749419953,0.02287499999999998,-0.003375000000000017,0.019499999999999962,11.4,2.1999999999999997,4.887499999999999
